wind_speed,wind_direction,surface_moisture,ignition_type_metadata,run_id,link
1.0,240,0.15,Ignite_Aerial.dat,61ec3ece-d22f-48c5-958c-ecc2a9f841ef,https://wifire-data.sdsc.edu/data/burnpro3d/d/61/ec/run_61ec3ece-d22f-48c5-958c-ecc2a9f841ef/quicfire.zarr
1.0,240,0.15,Ignite_LongFireline_Outwards.dat,76eef83d-4fe2-428f-8614-e797835b30de,https://wifire-data.sdsc.edu/data/burnpro3d/d/76/ee/run_76eef83d-4fe2-428f-8614-e797835b30de/quicfire.zarr
1.0,240,0.15,Ignite_Strip_Southwards.dat,aad407ea-a33d-4bf9-8137-09b3ef45ec27,https://wifire-data.sdsc.edu/data/burnpro3d/d/aa/d4/run_aad407ea-a33d-4bf9-8137-09b3ef45ec27/quicfire.zarr
1.0,240,0.15,Ignite_LongFireline_Inwards.dat,7c2cdb8b-1061-42fc-8d0b-02505921deb5,https://wifire-data.sdsc.edu/data/burnpro3d/d/7c/2c/run_7c2cdb8b-1061-42fc-8d0b-02505921deb5/quicfire.zarr
1.0,240,0.15,Ignite_Strip_Northwards.dat,1cd04cd9-39b9-438b-bcb2-8008bd385181,https://wifire-data.sdsc.edu/data/burnpro3d/d/1c/d0/run_1cd04cd9-39b9-438b-bcb2-8008bd385181/quicfire.zarr
1.0,250,0.05,Ignite_Aerial.dat,02ecd0a7-6328-4aa9-9690-d158efa7b9e2,https://wifire-data.sdsc.edu/data/burnpro3d/d/02/ec/run_02ecd0a7-6328-4aa9-9690-d158efa7b9e2/quicfire.zarr
1.0,250,0.05,Ignite_LongFireline_Outwards.dat,30542271-0289-4b9b-81c1-bf60f2457afc,https://wifire-data.sdsc.edu/data/burnpro3d/d/30/54/run_30542271-0289-4b9b-81c1-bf60f2457afc/quicfire.zarr
1.0,250,0.05,Ignite_Strip_Southwards.dat,412ab1bf-0880-4296-ba3a-ffa2dbe6fdbd,https://wifire-data.sdsc.edu/data/burnpro3d/d/41/2a/run_412ab1bf-0880-4296-ba3a-ffa2dbe6fdbd/quicfire.zarr
1.0,250,0.05,Ignite_LongFireline_Inwards.dat,f7ec411b-200e-4b82-9e8c-275ac3d9d908,https://wifire-data.sdsc.edu/data/burnpro3d/d/f7/ec/run_f7ec411b-200e-4b82-9e8c-275ac3d9d908/quicfire.zarr
1.0,250,0.05,Ignite_Strip_Northwards.dat,76d70cc9-6f95-43e3-aed9-80bda07b4930,https://wifire-data.sdsc.edu/data/burnpro3d/d/76/d7/run_76d70cc9-6f95-43e3-aed9-80bda07b4930/quicfire.zarr
1.0,250,0.1,Ignite_Aerial.dat,ae3265fd-7f71-4b4c-840b-150d6c595fe5,https://wifire-data.sdsc.edu/data/burnpro3d/d/ae/32/run_ae3265fd-7f71-4b4c-840b-150d6c595fe5/quicfire.zarr
1.0,250,0.1,Ignite_LongFireline_Outwards.dat,9c50f091-a6a5-48ee-9750-85f71de7cf09,https://wifire-data.sdsc.edu/data/burnpro3d/d/9c/50/run_9c50f091-a6a5-48ee-9750-85f71de7cf09/quicfire.zarr
1.0,250,0.1,Ignite_Strip_Southwards.dat,e123b6f5-41b5-40ef-81cc-c2c1c7ce59f9,https://wifire-data.sdsc.edu/data/burnpro3d/d/e1/23/run_e123b6f5-41b5-40ef-81cc-c2c1c7ce59f9/quicfire.zarr
1.0,250,0.1,Ignite_LongFireline_Inwards.dat,b46dbee8-0b3b-4166-903c-98df0fc46737,https://wifire-data.sdsc.edu/data/burnpro3d/d/b4/6d/run_b46dbee8-0b3b-4166-903c-98df0fc46737/quicfire.zarr
1.0,250,0.1,Ignite_Strip_Northwards.dat,31b13aa5-a56b-4d02-a702-552dd068aec1,https://wifire-data.sdsc.edu/data/burnpro3d/d/31/b1/run_31b13aa5-a56b-4d02-a702-552dd068aec1/quicfire.zarr
1.0,250,0.15,Ignite_Aerial.dat,82e58cca-9346-4508-91a1-3b46a798aa6d,https://wifire-data.sdsc.edu/data/burnpro3d/d/82/e5/run_82e58cca-9346-4508-91a1-3b46a798aa6d/quicfire.zarr
1.0,250,0.15,Ignite_LongFireline_Outwards.dat,95edb32a-5452-489f-852c-acdc9d9e3092,https://wifire-data.sdsc.edu/data/burnpro3d/d/95/ed/run_95edb32a-5452-489f-852c-acdc9d9e3092/quicfire.zarr
1.0,250,0.15,Ignite_Strip_Southwards.dat,f7741f48-d96a-4e3f-846f-b67888379ccc,https://wifire-data.sdsc.edu/data/burnpro3d/d/f7/74/run_f7741f48-d96a-4e3f-846f-b67888379ccc/quicfire.zarr
1.0,250,0.15,Ignite_LongFireline_Inwards.dat,a6ca2c66-0fd7-4ced-8d94-6f27820229b8,https://wifire-data.sdsc.edu/data/burnpro3d/d/a6/ca/run_a6ca2c66-0fd7-4ced-8d94-6f27820229b8/quicfire.zarr
1.0,250,0.15,Ignite_Strip_Northwards.dat,0cefb6f4-8941-434a-ae6a-10c478780efd,https://wifire-data.sdsc.edu/data/burnpro3d/d/0c/ef/run_0cefb6f4-8941-434a-ae6a-10c478780efd/quicfire.zarr
1.0,260,0.05,Ignite_Aerial.dat,b638e479-5fde-406e-8872-f54183ff37c5,https://wifire-data.sdsc.edu/data/burnpro3d/d/b6/38/run_b638e479-5fde-406e-8872-f54183ff37c5/quicfire.zarr
1.0,260,0.05,Ignite_LongFireline_Outwards.dat,00f2c1bb-95b0-4fe7-8f80-93ecb914fba3,https://wifire-data.sdsc.edu/data/burnpro3d/d/00/f2/run_00f2c1bb-95b0-4fe7-8f80-93ecb914fba3/quicfire.zarr
1.0,260,0.05,Ignite_Strip_Southwards.dat,c2b450c1-4704-42d2-ac38-ee48276168c4,https://wifire-data.sdsc.edu/data/burnpro3d/d/c2/b4/run_c2b450c1-4704-42d2-ac38-ee48276168c4/quicfire.zarr
1.0,260,0.05,Ignite_LongFireline_Inwards.dat,f9ec9192-b6e5-4ae5-8576-45126cf62cc6,https://wifire-data.sdsc.edu/data/burnpro3d/d/f9/ec/run_f9ec9192-b6e5-4ae5-8576-45126cf62cc6/quicfire.zarr
1.0,260,0.05,Ignite_Strip_Northwards.dat,69bde91d-1acd-47fc-8c65-a9c13c6d3ff6,https://wifire-data.sdsc.edu/data/burnpro3d/d/69/bd/run_69bde91d-1acd-47fc-8c65-a9c13c6d3ff6/quicfire.zarr
1.0,260,0.1,Ignite_Aerial.dat,e56f425c-9c98-4cc6-8178-37ad82ad1b45,https://wifire-data.sdsc.edu/data/burnpro3d/d/e5/6f/run_e56f425c-9c98-4cc6-8178-37ad82ad1b45/quicfire.zarr
1.0,260,0.1,Ignite_LongFireline_Outwards.dat,7fffb64b-e5ae-4775-9c2b-63a02d664d51,https://wifire-data.sdsc.edu/data/burnpro3d/d/7f/ff/run_7fffb64b-e5ae-4775-9c2b-63a02d664d51/quicfire.zarr
1.0,260,0.1,Ignite_Strip_Southwards.dat,529edd44-8639-4f76-b733-4ecae5a56e5a,https://wifire-data.sdsc.edu/data/burnpro3d/d/52/9e/run_529edd44-8639-4f76-b733-4ecae5a56e5a/quicfire.zarr
1.0,260,0.1,Ignite_LongFireline_Inwards.dat,96eee193-ad30-484f-9aa3-b09f315fcc38,https://wifire-data.sdsc.edu/data/burnpro3d/d/96/ee/run_96eee193-ad30-484f-9aa3-b09f315fcc38/quicfire.zarr
1.0,260,0.1,Ignite_Strip_Northwards.dat,eed93cbf-bcd5-4650-92b6-4f754e355eb1,https://wifire-data.sdsc.edu/data/burnpro3d/d/ee/d9/run_eed93cbf-bcd5-4650-92b6-4f754e355eb1/quicfire.zarr
1.0,260,0.15,Ignite_Aerial.dat,8d119aac-4ded-4cde-ace2-d748347bfdc2,https://wifire-data.sdsc.edu/data/burnpro3d/d/8d/11/run_8d119aac-4ded-4cde-ace2-d748347bfdc2/quicfire.zarr
1.0,260,0.15,Ignite_LongFireline_Outwards.dat,234107ea-ab88-47e0-9bc2-b8f2bf3a7cac,https://wifire-data.sdsc.edu/data/burnpro3d/d/23/41/run_234107ea-ab88-47e0-9bc2-b8f2bf3a7cac/quicfire.zarr
1.0,260,0.15,Ignite_Strip_Southwards.dat,38351d8f-a3ca-4315-8b03-687a30d50489,https://wifire-data.sdsc.edu/data/burnpro3d/d/38/35/run_38351d8f-a3ca-4315-8b03-687a30d50489/quicfire.zarr
1.0,260,0.15,Ignite_LongFireline_Inwards.dat,6659d3a1-f5d2-4be5-a5a1-df683502ddc9,https://wifire-data.sdsc.edu/data/burnpro3d/d/66/59/run_6659d3a1-f5d2-4be5-a5a1-df683502ddc9/quicfire.zarr
1.0,260,0.15,Ignite_Strip_Northwards.dat,80349631-50af-40b5-b6b2-e3e2a840b9c5,https://wifire-data.sdsc.edu/data/burnpro3d/d/80/34/run_80349631-50af-40b5-b6b2-e3e2a840b9c5/quicfire.zarr
1.0,270,0.05,Ignite_Aerial.dat,40656f6e-f942-40e4-babc-2f39c08e0b76,https://wifire-data.sdsc.edu/data/burnpro3d/d/40/65/run_40656f6e-f942-40e4-babc-2f39c08e0b76/quicfire.zarr
1.0,270,0.05,Ignite_LongFireline_Outwards.dat,0a855710-e49d-468f-bd58-d1849cee081d,https://wifire-data.sdsc.edu/data/burnpro3d/d/0a/85/run_0a855710-e49d-468f-bd58-d1849cee081d/quicfire.zarr
1.0,270,0.05,Ignite_Strip_Southwards.dat,157198c9-0d3c-48e0-a06a-d58052c7e8f8,https://wifire-data.sdsc.edu/data/burnpro3d/d/15/71/run_157198c9-0d3c-48e0-a06a-d58052c7e8f8/quicfire.zarr
1.0,270,0.05,Ignite_LongFireline_Inwards.dat,02b822c9-6bd7-45e0-95ca-50f146e49b0a,https://wifire-data.sdsc.edu/data/burnpro3d/d/02/b8/run_02b822c9-6bd7-45e0-95ca-50f146e49b0a/quicfire.zarr
1.0,270,0.05,Ignite_Strip_Northwards.dat,65d5f7a3-dc32-48fc-8d5d-c28eeff126ba,https://wifire-data.sdsc.edu/data/burnpro3d/d/65/d5/run_65d5f7a3-dc32-48fc-8d5d-c28eeff126ba/quicfire.zarr
1.0,270,0.1,Ignite_Aerial.dat,33282088-1ed3-46db-9638-281735fbfa9b,https://wifire-data.sdsc.edu/data/burnpro3d/d/33/28/run_33282088-1ed3-46db-9638-281735fbfa9b/quicfire.zarr
1.0,270,0.1,Ignite_LongFireline_Outwards.dat,d3c54831-47c3-4b66-979e-2d7a0eee3cba,https://wifire-data.sdsc.edu/data/burnpro3d/d/d3/c5/run_d3c54831-47c3-4b66-979e-2d7a0eee3cba/quicfire.zarr
1.0,270,0.1,Ignite_Strip_Southwards.dat,6bd8b5c1-600b-4d5c-add2-6c3383a07c4a,https://wifire-data.sdsc.edu/data/burnpro3d/d/6b/d8/run_6bd8b5c1-600b-4d5c-add2-6c3383a07c4a/quicfire.zarr
1.0,270,0.1,Ignite_LongFireline_Inwards.dat,c2d84638-78c0-4da0-8e6b-a0d2725effd7,https://wifire-data.sdsc.edu/data/burnpro3d/d/c2/d8/run_c2d84638-78c0-4da0-8e6b-a0d2725effd7/quicfire.zarr
1.0,270,0.1,Ignite_Strip_Northwards.dat,7eefef66-2aa5-414f-9ad3-79b529f78bf1,https://wifire-data.sdsc.edu/data/burnpro3d/d/7e/ef/run_7eefef66-2aa5-414f-9ad3-79b529f78bf1/quicfire.zarr
1.0,270,0.15,Ignite_Aerial.dat,f723f0b8-4a02-44e4-af3f-9f376db9c1c5,https://wifire-data.sdsc.edu/data/burnpro3d/d/f7/23/run_f723f0b8-4a02-44e4-af3f-9f376db9c1c5/quicfire.zarr
1.0,270,0.15,Ignite_LongFireline_Outwards.dat,b7cf3b82-1d3c-41de-a42c-13203c063521,https://wifire-data.sdsc.edu/data/burnpro3d/d/b7/cf/run_b7cf3b82-1d3c-41de-a42c-13203c063521/quicfire.zarr
1.0,270,0.15,Ignite_Strip_Southwards.dat,1f878428-84bb-447d-b3d2-bdf7af3e26ac,https://wifire-data.sdsc.edu/data/burnpro3d/d/1f/87/run_1f878428-84bb-447d-b3d2-bdf7af3e26ac/quicfire.zarr
1.0,270,0.15,Ignite_LongFireline_Inwards.dat,af5d464c-ead3-42e5-b991-ab25899c68bd,https://wifire-data.sdsc.edu/data/burnpro3d/d/af/5d/run_af5d464c-ead3-42e5-b991-ab25899c68bd/quicfire.zarr
1.0,270,0.15,Ignite_Strip_Northwards.dat,bc43dc8b-9811-436e-b071-702bce9c2105,https://wifire-data.sdsc.edu/data/burnpro3d/d/bc/43/run_bc43dc8b-9811-436e-b071-702bce9c2105/quicfire.zarr
1.0,280,0.05,Ignite_Aerial.dat,1f8ccd4c-a90e-4dea-8770-e1d42fac2848,https://wifire-data.sdsc.edu/data/burnpro3d/d/1f/8c/run_1f8ccd4c-a90e-4dea-8770-e1d42fac2848/quicfire.zarr
1.0,280,0.05,Ignite_LongFireline_Outwards.dat,d5662ef0-306d-4389-985d-46e6e50f28fd,https://wifire-data.sdsc.edu/data/burnpro3d/d/d5/66/run_d5662ef0-306d-4389-985d-46e6e50f28fd/quicfire.zarr
1.0,280,0.05,Ignite_Strip_Southwards.dat,88c2d5fd-28bd-438a-855a-83e3c8781515,https://wifire-data.sdsc.edu/data/burnpro3d/d/88/c2/run_88c2d5fd-28bd-438a-855a-83e3c8781515/quicfire.zarr
1.0,280,0.05,Ignite_LongFireline_Inwards.dat,d67a4fb4-6cd8-4bad-9d3e-2e04827f3642,https://wifire-data.sdsc.edu/data/burnpro3d/d/d6/7a/run_d67a4fb4-6cd8-4bad-9d3e-2e04827f3642/quicfire.zarr
1.0,280,0.05,Ignite_Strip_Northwards.dat,b500a3cf-553b-4d9d-9b00-1d3205b92389,https://wifire-data.sdsc.edu/data/burnpro3d/d/b5/00/run_b500a3cf-553b-4d9d-9b00-1d3205b92389/quicfire.zarr
1.0,280,0.1,Ignite_Aerial.dat,f4396f0b-36c6-4543-9821-8d4ff196ba30,https://wifire-data.sdsc.edu/data/burnpro3d/d/f4/39/run_f4396f0b-36c6-4543-9821-8d4ff196ba30/quicfire.zarr
1.0,280,0.1,Ignite_LongFireline_Outwards.dat,1d8920cd-8e92-453e-bec8-7be0fb0061c6,https://wifire-data.sdsc.edu/data/burnpro3d/d/1d/89/run_1d8920cd-8e92-453e-bec8-7be0fb0061c6/quicfire.zarr
1.0,280,0.1,Ignite_Strip_Southwards.dat,a9425cd9-238e-47af-9e64-24c6c9556ee5,https://wifire-data.sdsc.edu/data/burnpro3d/d/a9/42/run_a9425cd9-238e-47af-9e64-24c6c9556ee5/quicfire.zarr
1.0,280,0.1,Ignite_LongFireline_Inwards.dat,99c796cf-f5ed-416b-8263-aea6c125927b,https://wifire-data.sdsc.edu/data/burnpro3d/d/99/c7/run_99c796cf-f5ed-416b-8263-aea6c125927b/quicfire.zarr
1.0,280,0.1,Ignite_Strip_Northwards.dat,236c3529-4cf0-40b6-9b2f-e1013e58e929,https://wifire-data.sdsc.edu/data/burnpro3d/d/23/6c/run_236c3529-4cf0-40b6-9b2f-e1013e58e929/quicfire.zarr
1.0,280,0.15,Ignite_Aerial.dat,e418194c-a1fd-478f-ac7c-40b2a86cd81a,https://wifire-data.sdsc.edu/data/burnpro3d/d/e4/18/run_e418194c-a1fd-478f-ac7c-40b2a86cd81a/quicfire.zarr
1.0,280,0.15,Ignite_LongFireline_Outwards.dat,50ce2301-1ced-490a-a0db-cef9dd98831b,https://wifire-data.sdsc.edu/data/burnpro3d/d/50/ce/run_50ce2301-1ced-490a-a0db-cef9dd98831b/quicfire.zarr
1.0,280,0.15,Ignite_Strip_Southwards.dat,b87155fb-bacf-4895-ac69-c14b383a615c,https://wifire-data.sdsc.edu/data/burnpro3d/d/b8/71/run_b87155fb-bacf-4895-ac69-c14b383a615c/quicfire.zarr
1.0,280,0.15,Ignite_LongFireline_Inwards.dat,2051891f-9193-45cd-a3f7-a82220cdda90,https://wifire-data.sdsc.edu/data/burnpro3d/d/20/51/run_2051891f-9193-45cd-a3f7-a82220cdda90/quicfire.zarr
1.0,280,0.15,Ignite_Strip_Northwards.dat,fa5e93df-225e-4574-bcf8-f312388c4aa9,https://wifire-data.sdsc.edu/data/burnpro3d/d/fa/5e/run_fa5e93df-225e-4574-bcf8-f312388c4aa9/quicfire.zarr
1.0,290,0.05,Ignite_Aerial.dat,507cac37-d818-4aac-aa1f-3679517070b7,https://wifire-data.sdsc.edu/data/burnpro3d/d/50/7c/run_507cac37-d818-4aac-aa1f-3679517070b7/quicfire.zarr
1.0,290,0.05,Ignite_LongFireline_Outwards.dat,98087949-c17d-4697-95aa-47f94ffdc89a,https://wifire-data.sdsc.edu/data/burnpro3d/d/98/08/run_98087949-c17d-4697-95aa-47f94ffdc89a/quicfire.zarr
1.0,290,0.05,Ignite_Strip_Southwards.dat,3932c48e-eb3d-4b35-b2bb-927e7e622557,https://wifire-data.sdsc.edu/data/burnpro3d/d/39/32/run_3932c48e-eb3d-4b35-b2bb-927e7e622557/quicfire.zarr
1.0,290,0.05,Ignite_LongFireline_Inwards.dat,f9edf322-24b9-440a-9ca0-1c672fd96bc0,https://wifire-data.sdsc.edu/data/burnpro3d/d/f9/ed/run_f9edf322-24b9-440a-9ca0-1c672fd96bc0/quicfire.zarr
1.0,290,0.05,Ignite_Strip_Northwards.dat,d4ac4a45-9633-4765-9380-29672d6c5dee,https://wifire-data.sdsc.edu/data/burnpro3d/d/d4/ac/run_d4ac4a45-9633-4765-9380-29672d6c5dee/quicfire.zarr
1.0,290,0.1,Ignite_Aerial.dat,5ce5788f-e01d-4fc0-92e2-50e945ff2f90,https://wifire-data.sdsc.edu/data/burnpro3d/d/5c/e5/run_5ce5788f-e01d-4fc0-92e2-50e945ff2f90/quicfire.zarr
1.0,290,0.1,Ignite_LongFireline_Outwards.dat,571b7bc9-396e-43c2-9be7-7eb35c87aac8,https://wifire-data.sdsc.edu/data/burnpro3d/d/57/1b/run_571b7bc9-396e-43c2-9be7-7eb35c87aac8/quicfire.zarr
1.0,290,0.1,Ignite_Strip_Southwards.dat,7abe169f-b204-4dfd-89bf-c0b2cc5728e9,https://wifire-data.sdsc.edu/data/burnpro3d/d/7a/be/run_7abe169f-b204-4dfd-89bf-c0b2cc5728e9/quicfire.zarr
1.0,290,0.1,Ignite_LongFireline_Inwards.dat,3c0ab91b-41e5-4cd3-8b95-00e9ef6c4030,https://wifire-data.sdsc.edu/data/burnpro3d/d/3c/0a/run_3c0ab91b-41e5-4cd3-8b95-00e9ef6c4030/quicfire.zarr
1.0,290,0.1,Ignite_Strip_Northwards.dat,9beff964-1c1b-4654-bf3b-2e5092cfdd6d,https://wifire-data.sdsc.edu/data/burnpro3d/d/9b/ef/run_9beff964-1c1b-4654-bf3b-2e5092cfdd6d/quicfire.zarr
1.0,290,0.15,Ignite_Aerial.dat,29ff3a22-3b69-4709-ae4f-8e408a26a1e5,https://wifire-data.sdsc.edu/data/burnpro3d/d/29/ff/run_29ff3a22-3b69-4709-ae4f-8e408a26a1e5/quicfire.zarr
1.0,290,0.15,Ignite_LongFireline_Outwards.dat,70523a86-b8b2-4ec7-8f28-002186f612d8,https://wifire-data.sdsc.edu/data/burnpro3d/d/70/52/run_70523a86-b8b2-4ec7-8f28-002186f612d8/quicfire.zarr
1.0,290,0.15,Ignite_Strip_Southwards.dat,15224b2a-c366-4073-a9f0-054ea205504f,https://wifire-data.sdsc.edu/data/burnpro3d/d/15/22/run_15224b2a-c366-4073-a9f0-054ea205504f/quicfire.zarr
1.0,290,0.15,Ignite_LongFireline_Inwards.dat,14514c22-c31a-4cce-ae47-2fac738f2790,https://wifire-data.sdsc.edu/data/burnpro3d/d/14/51/run_14514c22-c31a-4cce-ae47-2fac738f2790/quicfire.zarr
1.0,290,0.15,Ignite_Strip_Northwards.dat,509d5884-a5ce-4b7f-bc40-98de9780de6b,https://wifire-data.sdsc.edu/data/burnpro3d/d/50/9d/run_509d5884-a5ce-4b7f-bc40-98de9780de6b/quicfire.zarr
1.0,300,0.05,Ignite_Aerial.dat,2f29425e-5d97-46dd-9d4f-1a74c133235c,https://wifire-data.sdsc.edu/data/burnpro3d/d/2f/29/run_2f29425e-5d97-46dd-9d4f-1a74c133235c/quicfire.zarr
1.0,300,0.05,Ignite_LongFireline_Outwards.dat,7cb699c1-8ae9-4fb4-baf6-8f68a2a5dbc8,https://wifire-data.sdsc.edu/data/burnpro3d/d/7c/b6/run_7cb699c1-8ae9-4fb4-baf6-8f68a2a5dbc8/quicfire.zarr
1.0,300,0.05,Ignite_Strip_Southwards.dat,90709bf5-2bb9-4ba8-81bd-4b54aa9fc448,https://wifire-data.sdsc.edu/data/burnpro3d/d/90/70/run_90709bf5-2bb9-4ba8-81bd-4b54aa9fc448/quicfire.zarr
1.0,300,0.05,Ignite_LongFireline_Inwards.dat,e8020185-45d6-44fe-8f1f-e1850db694bc,https://wifire-data.sdsc.edu/data/burnpro3d/d/e8/02/run_e8020185-45d6-44fe-8f1f-e1850db694bc/quicfire.zarr
1.0,300,0.05,Ignite_Strip_Northwards.dat,ba5bdcf9-65e3-46d5-9f39-90fa3ab61202,https://wifire-data.sdsc.edu/data/burnpro3d/d/ba/5b/run_ba5bdcf9-65e3-46d5-9f39-90fa3ab61202/quicfire.zarr
1.0,300,0.1,Ignite_Aerial.dat,983f0707-0a50-40fa-89f5-1a19fc308f00,https://wifire-data.sdsc.edu/data/burnpro3d/d/98/3f/run_983f0707-0a50-40fa-89f5-1a19fc308f00/quicfire.zarr
